lookback_1,lookback_2,lookback_3,lookback_4,lookback_5,label,duration,file,position
1,1,5,4,4,36,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2164
1,5,4,4,36,32,11/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2165
5,4,4,36,32,16,5/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2166
4,4,36,32,16,16,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2167
4,36,32,16,16,20,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2168
36,32,16,16,20,4,13/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2169
32,16,16,20,4,133,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2170
16,16,20,4,133,129,11/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2171
16,20,4,133,129,2176,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2172
20,4,133,129,2176,2176,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2173
4,133,129,2176,2176,640,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2174
133,129,2176,2176,640,2176,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2175
129,2176,2176,640,2176,128,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2176
2176,2176,640,2176,128,513,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2177
2176,640,2176,128,513,516,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2178
640,2176,128,513,516,516,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2179
2176,128,513,516,516,17,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2180
128,513,516,516,17,65,11/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2181
513,516,516,17,65,2241,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2182
516,516,17,65,2241,2176,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2183
516,17,65,2241,2176,2180,5/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2184
17,65,2241,2176,2180,2180,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2185
65,2241,2176,2180,2180,2176,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2186
2241,2176,2180,2180,2176,2176,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2187
2176,2180,2180,2176,2176,2688,2/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2188
2180,2180,2176,2176,2688,640,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2189
2180,2176,2176,2688,640,512,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2190
2176,2176,2688,640,512,544,1.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2191
2176,2688,640,512,544,161,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2192
2688,640,512,544,161,177,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2193
640,512,544,161,177,145,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2194
512,544,161,177,145,149,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2195
544,161,177,145,149,133,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2196
161,177,145,149,133,149,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2197
177,145,149,133,149,145,11/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2198
145,149,133,149,145,145,11/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2199
149,133,149,145,145,181,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2200
133,149,145,145,181,37,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2201
149,145,145,181,37,36,2/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2202
145,145,181,37,36,164,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2203
145,181,37,36,164,164,2/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2204
181,37,36,164,164,548,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2205
37,36,164,164,548,548,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2206
36,164,164,548,548,548,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2207
164,164,548,548,548,2596,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2208
164,548,548,548,2596,2080,5/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2209
548,548,548,2596,2080,49,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2210
548,548,2596,2080,49,176,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2211
548,2596,2080,49,176,144,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2212
2596,2080,49,176,144,145,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2213
2080,49,176,144,145,145,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2214
49,176,144,145,145,165,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2215
176,144,145,145,165,37,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2216
144,145,145,165,37,36,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2217
145,145,165,37,36,4,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2218
145,165,37,36,4,2180,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2219
165,37,36,4,2180,2212,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2220
37,36,4,2180,2212,2208,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2221
36,4,2180,2212,2208,145,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2222
4,2180,2212,2208,145,149,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2223
2180,2212,2208,145,149,149,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2224
2212,2208,145,149,149,133,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2225
2208,145,149,149,133,129,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2226
145,149,149,133,129,145,11/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2227
149,149,133,129,145,17,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2228
149,133,129,145,17,2180,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2229
133,129,145,17,2180,529,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2230
129,145,17,2180,529,533,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2231
145,17,2180,529,533,533,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2232
17,2180,529,533,533,528,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2233
2180,529,533,533,528,529,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2234
529,533,533,528,529,593,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2235
533,533,528,529,593,2773,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2236
533,528,529,593,2773,2261,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2237
528,529,593,2773,2261,2180,5/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2238
529,593,2773,2261,2180,2180,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2239
593,2773,2261,2180,2180,2180,1.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2240
2773,2261,2180,2180,2180,644,5/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2241
2261,2180,2180,2180,644,516,2/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2242
2180,2180,2180,644,516,548,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2243
2180,2180,644,516,548,548,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2244
2180,644,516,548,548,36,5/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2245
644,516,548,548,36,148,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2246
516,548,548,36,148,144,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2247
548,548,36,148,144,144,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2248
548,36,148,144,144,144,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2249
36,148,144,144,144,148,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2250
148,144,144,144,148,149,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2251
144,144,144,148,149,149,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2252
144,144,148,149,149,21,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2253
144,148,149,149,21,17,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2254
148,149,149,21,17,17,2/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2255
149,149,21,17,17,561,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2256
149,21,17,17,561,561,2/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2257
21,17,17,561,561,561,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2258
17,17,561,561,561,561,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2259
17,561,561,561,561,560,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2260
561,561,561,561,560,548,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2261
561,561,561,560,548,548,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2262
561,561,560,548,548,2596,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2263
561,560,548,548,2596,2597,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2264
560,548,548,2596,2597,2085,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2265
548,548,2596,2597,2085,2209,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2266
548,2596,2597,2085,2209,2209,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2267
2596,2597,2085,2209,2209,2208,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2268
2597,2085,2209,2209,2208,2209,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2269
2085,2209,2209,2208,2209,2213,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2270
2209,2209,2208,2209,2213,2209,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2271
2209,2208,2209,2213,2209,2177,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2272
2208,2209,2213,2209,2177,145,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2273
2209,2213,2209,2177,145,177,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2274
2213,2209,2177,145,177,177,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2275
2209,2177,145,177,177,128,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2276
2177,145,177,177,128,128,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2277
145,177,177,128,128,128,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2278
177,177,128,128,128,132,5/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2279
177,128,128,128,132,4,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2280
128,128,128,132,4,2180,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2281
128,128,132,4,2180,2693,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2282
128,132,4,2180,2693,513,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2283
132,4,2180,2693,513,577,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2284
4,2180,2693,513,577,577,5/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2285
2180,2693,513,577,577,64,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2286
2693,513,577,577,64,2180,5/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2287
513,577,577,64,2180,128,13/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2288
577,577,64,2180,128,128,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2289
577,64,2180,128,128,128,5/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2290
64,2180,128,128,128,641,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2291
2180,128,128,128,641,513,11/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2292
128,128,128,641,513,513,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2293
128,128,641,513,513,1,2.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2294
128,641,513,513,1,2053,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2295
641,513,513,1,2053,2052,11/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2296
513,513,1,2053,2052,2596,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2297
513,1,2053,2052,2596,544,23/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2298
1,2053,2052,2596,544,688,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2299
2053,2052,2596,544,688,144,5/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2300
2052,2596,544,688,144,145,2/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2301
2596,544,688,144,145,145,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2302
544,688,144,145,145,149,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2303
688,144,145,145,149,133,5/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2304
144,145,145,149,133,2180,7/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2305
145,145,149,133,2180,2693,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2306
145,149,133,2180,2693,645,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2307
149,133,2180,2693,645,641,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2308
133,2180,2693,645,641,641,11/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2309
2180,2693,645,641,641,673,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2310
2693,645,641,641,673,128,4.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2311
645,641,641,673,128,545,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2312
641,641,673,128,545,545,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2313
641,673,128,545,545,545,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2314
673,128,545,545,545,513,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2315
128,545,545,545,513,1,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2316
545,545,545,513,1,145,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2317
545,545,513,1,145,209,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2318
545,513,1,145,209,2181,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2319
513,1,145,209,2181,2181,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2320
1,145,209,2181,2181,1,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2321
145,209,2181,2181,1,2181,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2322
209,2181,2181,1,2181,5,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2323
2181,2181,1,2181,5,2053,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2324
2181,1,2181,5,2053,2052,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2325
1,2181,5,2053,2052,2597,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2326
2181,5,2053,2052,2597,549,11/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2327
5,2053,2052,2597,549,549,7/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2328
2053,2052,2597,549,549,2597,5/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2329
2052,2597,549,549,2597,2197,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2330
2597,549,549,2597,2197,149,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2331
549,549,2597,2197,149,145,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2332
549,2597,2197,149,145,145,11/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2333
2597,2197,149,145,145,177,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2334
2197,149,145,145,177,160,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2335
149,145,145,177,160,164,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2336
145,145,177,160,164,164,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2337
145,177,160,164,164,164,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2338
177,160,164,164,164,2176,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2339
160,164,164,164,2176,2208,2/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2340
164,164,164,2176,2208,658,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2341
164,164,2176,2208,658,662,1/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2342
164,2176,2208,658,662,660,11/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2343
2176,2208,658,662,660,564,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2344
2208,658,662,660,564,564,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2345
658,662,660,564,564,692,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2346
662,660,564,564,692,144,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2347
660,564,564,692,144,144,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2348
564,564,692,144,144,16,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2349
564,692,144,144,16,532,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2350
692,144,144,16,532,2064,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2351
144,144,16,532,2064,2065,5/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2352
144,16,532,2064,2065,2065,2/3,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2353
16,532,2064,2065,2065,17,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2354
532,2064,2065,2065,17,1,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2355
2064,2065,2065,17,1,2053,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2356
2065,2065,17,1,2053,2052,5/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2357
2065,17,1,2053,2052,2052,0.5,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2358
17,1,2053,2052,2052,530,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2359
1,2053,2052,2052,530,548,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2360
2053,2052,2052,530,548,36,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2361
2052,2052,530,548,36,164,1.0,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2362
2052,530,548,36,164,564,1/12,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2363
530,548,36,164,564,528,0.25,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2364
548,36,164,564,528,528,0.75,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2365
36,164,564,528,528,2576,1/6,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4.mid",2366
